ID,LABEL
bochum_000000_017453,7 26 8 8 33 26 13 21 33 17 17 17 17 17 17 17 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 13 26 26 8 26 17 17 21 21 17 17 26 17 17 17 26 
darmstadt_000017_000019,7 12 10 8 8 17 26 21 17 26 21 17 17 26 17 17 17 17 17 26 26 26 26 26 26 26 26 17 17 17 17 26 26 26 26 26 26 26 26 26 26 21 33 17 17 21 17 21 17 17 17 17 
weimar_000092_000019,7 21 8 13 17 17 26 17 21 17 17 26 26 26 26 26 26 26 
frankfurt_000000_021879,7 21 8 13 17 17 17 17 26 8 26 17 17 26 26 8 8 17 17 17 33 17 17 17 17 17 21 21 21 26 26 26 26 26 26 26 17 17 17 8 21 17 17 26 26 26 26 8 
munster_000084_000019,7 8 8 17 17 17 17 17 21 21 21 26 17 17 17 17 17 17 21 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 17 26 21 21 21 17 26 33 33 17 21 17 33 
bochum_000000_033056,7 8 8 8 21 26 17 21 26 17 17 26 17 26 17 26 26 17 17 17 17 17 17 13 12 17 17 21 21 26 17 17 12 26 26 26 17 
strasbourg_000000_004248,7 26 8 21 26 8 8 8 8 8 12 21 21 21 17 26 13 17 8 17 12 12 21 8 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 17 17 17 17 17 18 17 17 26 26 26 26 26 33 17 17 13 17 
ulm_000023_000019,21 17 21 21 8 17 21 17 17 7 17 17 17 17 17 17 17 17 17 17 21 21 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 
dusseldorf_000180_000019,7 8 8 8 21 21 13 8 17 33 33 33 33 33 17 21 26 26 33 33 17 26 26 26 21 17 17 17 17 17 17 17 17 
frankfurt_000000_009688,7 21 21 21 21 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 13 8 17 17 17 17 17 17 17 17 17 17 17 17 17 13 17 33 33 33 
bremen_000255_000019,7 17 21 21 17 17 26 26 21 17 17 21 17 26 26 26 17 17 8 13 17 26 26 17 17 17 17 26 17 21 8 17 17 13 17 33 33 17 33 33 17 33 17 17 26 26 26 26 
strasbourg_000001_031116,7 8 10 21 33 17 17 8 21 21 21 17 17 17 17 17 33 33 
bremen_000028_000019,7 33 17 8 8 17 21 12 
darmstadt_000042_000019,26 7 21 21 8 21 17 17 17 17 17 17 17 17 21 26 26 26 17 26 26 10 26 8 21 26 26 26 26 26 26 26 17 17 26 26 26 26 17 17 17 17 8 17 17 26 17 
hamburg_000000_046510,7 8 8 17 21 17 17 17 26 26 26 17 33 17 33 21 17 17 17 17 33 33 33 
dusseldorf_000094_000019,7 21 8 8 26 26 26 17 26 26 26 7 21 17 17 17 17 26 17 17 8 33 17 17 17 17 26 17 
darmstadt_000075_000019,7 8 21 26 26 21 21 17 17 8 21 17 26 26 26 26 17 17 17 17 17 21 21 17 17 26 26 26 26 17 17 26 26 33 17 17 
bremen_000262_000019,7 21 17 17 17 17 26 26 26 26 21 17 17 21 17 17 17 17 26 26 26 26 8 26 17 33 17 17 21 17 17 26 8 8 17 17 17 17 17 
bochum_000000_034936,7 8 8 8 8 21 21 21 17 17 26 17 17 17 26 26 17 26 26 17 17 26 26 26 17 17 17 17 17 17 17 26 17 17 17 17 26 17 17 17 17 26 26 26 
krefeld_000000_015868,7 21 13 12 8 26 26 18 8 21 17 17 17 17 17 17 8 26 17 21 17 17 17 17 17 17 17 17 17 17 17 8 18 17 17 17 17 21 17 17 17 17 21 17 17 17 17 17 17 21 21 17 18 17 17 17 17 17 17 17 26 
dusseldorf_000154_000019,7 8 8 17 17 17 17 17 26 33 26 21 26 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 17 17 17 
tubingen_000034_000019,7 8 21 21 17 17 21 21 17 8 17 17 17 17 17 8 26 26 33 33 33 
weimar_000071_000019,7 8 8 8 21 21 17 33 17 17 17 17 21 21 17 21 17 21 26 17 26 26 26 
strasbourg_000001_053976,21 8 17 17 17 21 21 26 26 26 8 17 17 17 17 17 26 17 26 17 26 26 26 26 26 26 26 7 12 17 7 21 10 26 33 17 17 17 17 17 17 26 17 17 21 21 21 21 21 21 
aachen_000014_000019,7 8 8 8 21 21 21 21 21 21 17 17 12 17 17 13 26 26 21 26 17 21 17 8 8 17 26 26 17 17 17 17 17 33 26 26 17 26 
jena_000021_000019,7 8 8 17 17 17 17 17 17 17 17 17 17 17 21 17 17 33 21 17 26 17 12 
munster_000067_000019,7 8 21 21 21 17 26 26 26 26 26 8 17 21 17 17 8 17 26 33 17 17 17 21 21 8 26 26 26 17 26 26 26 26 26 
strasbourg_000001_029980,7 21 13 8 21 17 17 17 17 17 33 17 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
munster_000050_000019,7 8 8 8 26 26 21 26 17 17 17 26 17 21 17 21 17 21 21 17 17 17 17 17 26 17 17 33 
aachen_000023_000019,7 8 8 17 21 26 26 17 
jena_000016_000019,21 21 7 8 12 21 26 26 17 21 21 26 13 12 12 8 26 21 21 21 21 13 12 17 26 17 
tubingen_000003_000019,7 21 21 21 21 21 26 12 21 8 21 21 17 21 17 26 26 21 21 26 8 12 21 17 21 21 17 21 17 21 21 13 17 17 12 13 26 33 
weimar_000046_000019,7 21 21 26 17 17 17 17 8 21 17 12 17 13 21 17 17 17 17 21 21 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 26 
lindau_000013_000019,21 21 7 8 13 8 8 13 18 17 17 17 17 17 17 17 26 
aachen_000100_000019,7 8 21 21 8 21 26 26 26 26 17 26 26 17 
strasbourg_000001_010640,7 8 21 21 17 26 17 26 8 21 17 13 33 17 17 33 13 8 17 17 21 17 26 26 26 26 26 26 26 17 26 26 26 17 
tubingen_000120_000019,7 21 8 21 21 26 8 21 17 26 26 21 21 21 21 21 17 21 17 17 17 17 26 21 17 26 26 26 17 26 21 17 17 26 17 17 17 17 8 17 26 17 
dusseldorf_000040_000019,7 8 8 21 21 21 21 17 12 8 17 17 17 17 17 17 17 33 17 17 17 17 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 8 17 18 17 17 17 17 18 18 21 17 17 17 17 17 21 17 33 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 26 26 
hanover_000000_049465,7 8 8 21 21 17 17 26 26 17 17 17 17 26 17 33 26 33 17 17 17 17 17 17 17 26 17 26 26 26 26 26 8 
strasbourg_000001_017675,17 7 8 8 21 17 13 13 17 21 13 12 17 17 33 21 
tubingen_000117_000019,7 8 21 17 17 17 17 17 17 21 26 17 17 17 17 17 17 17 13 8 17 33 
dusseldorf_000077_000019,7 8 8 21 26 26 26 26 17 17 21 26 26 26 26 26 26 26 26 21 21 17 17 17 26 26 
jena_000102_000019,7 8 8 21 21 17 21 21 17 17 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 17 17 17 17 17 17 17 17 17 17 17 
strasbourg_000000_014066,7 21 8 8 26 17 17 33 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
lindau_000024_000019,7 21 8 26 33 17 21 21 21 33 17 26 17 17 17 12 17 21 26 17 17 
aachen_000137_000019,7 8 21 12 21 26 26 26 26 26 26 26 26 26 26 26 26 26 26 26 8 17 26 26 26 26 26 26 26 26 26 26 17 33 12 12 21 13 21 
strasbourg_000000_029481,7 8 8 8 8 21 26 17 21 17 33 17 12 17 12 26 33 17 
bremen_000281_000019,7 8 21 21 13 26 8 21 21 21 17 13 26 26 26 26 21 21 21 26 21 21 21 17 8 17 21 17 21 21 33 17 13 13 
munster_000144_000019,7 8 26 17 17 17 17 17 26 17 17 17 8 33 17 17 33 33 33 33 33 33 33 
munster_000005_000019,7 8 8 26 26 21 12 21 21 17 8 17 17 17 21 21 21 21 17 17 17 17 21 17 21 13 17 21 21 17 33 33 12 13 13 13 13 13 13 12 12 13 13 13 13 13 13 13 
aachen_000076_000019,8 8 8 26 26 21 21 26 17 17 17 26 26 7 26 26 26 26 26 21 26 21 26 21 26 21 26 26 17 21 17 21 
jena_000043_000019,7 8 21 17 17 17 17 26 17 26 26 21 17 17 17 17 17 13 17 17 17 8 17 17 17 21 18 
weimar_000013_000019,7 8 21 8 13 17 33 33 33 17 17 17 33 17 33 33 33 33 
dusseldorf_000136_000019,7 8 21 21 17 17 21 17 17 17 26 26 26 26 26 26 26 33 18 17 17 17 17 17 17 13 21 21 17 17 17 17 17 17 17 17 21 21 12 17 17 13 17 21 12 17 17 17 17 17 26 26 26 21 17 
tubingen_000056_000019,7 8 8 8 21 17 17 17 17 17 17 8 26 26 17 26 26 26 33 33 33 
bochum_000000_016758,7 8 8 21 17 17 17 26 17 17 17 21 26 26 26 26 26 8 33 17 17 26 17 26 26 17 26 17 17 17 17 17 17 17 17 26 18 
hamburg_000000_069096,21 13 17 17 17 17 17 17 17 17 17 17 17 17 17 17 7 21 17 17 26 26 21 8 26 26 17 17 26 21 17 26 17 8 12 21 17 26 26 26 26 26 26 26 17 17 26 17 26 26 26 17 17 26 26 26 33 17 17 17 17 17 17 17 17 17 17 8 
strasbourg_000000_035255,7 8 8 17 17 17 33 33 26 26 33 33 17 33 33 33 
dusseldorf_000101_000019,8 7 8 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 8 17 
strasbourg_000000_022067,8 26 17 17 7 8 17 17 17 21 21 17 17 7 26 10 26 17 17 17 17 13 21 17 17 8 21 17 17 17 13 12 17 17 
tubingen_000061_000019,7 21 21 8 21 21 21 17 21 17 17 17 17 21 21 13 12 26 17 26 26 26 21 13 21 26 26 21 26 21 17 26 26 
aachen_000041_000019,7 8 8 17 21 17 8 8 17 17 21 17 17 17 26 26 21 8 26 26 17 26 26 33 26 17 17 17 21 17 21 26 17 17 13 17 17 17 17 17 21 17 33 
monchengladbach_000000_035364,7 8 8 21 17 17 21 17 17 17 26 17 26 17 26 26 26 21 21 26 21 26 21 26 17 17 17 17 13 17 17 26 17 
jena_000074_000019,7 8 8 8 21 21 17 17 21 26 26 17 26 26 26 26 17 21 33 
munster_000032_000019,7 21 17 21 8 17 8 17 17 17 17 17 17 8 17 17 26 26 26 21 17 17 26 17 17 17 8 21 17 26 26 26 26 26 33 33 33 33 21 
krefeld_000000_013766,7 21 21 8 8 17 17 17 17 17 17 26 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 26 26 26 
hanover_000000_017041,7 21 21 8 12 21 26 17 17 26 17 17 17 17 17 26 26 17 17 26 17 17 17 17 17 26 33 26 26 17 17 26 26 17 17 17 17 17 17 17 17 26 17 26 17 17 26 21 17 26 26 17 26 17 21 17 21 26 17 17 17 26 17 21 26 21 
weimar_000107_000019,7 8 8 8 21 21 21 21 17 17 17 17 17 17 17 17 17 17 26 26 17 17 17 26 17 26 26 17 17 17 17 17 17 17 17 33 33 17 
tubingen_000142_000019,7 8 8 21 21 21 17 17 17 17 21 17 21 17 17 21 21 17 21 12 17 17 17 17 21 
dusseldorf_000022_000019,7 8 21 21 21 17 17 17 21 17 17 17 8 17 17 17 17 17 17 17 17 17 18 17 17 21 26 26 26 26 26 26 26 17 17 17 26 26 13 17 17 17 17 17 17 21 17 17 17 17 17 8 21 21 21 21 26 26 
hamburg_000000_022524,7 8 17 17 21 8 17 17 26 26 26 26 26 26 26 26 26 26 17 26 26 17 17 26 17 17 17 13 17 17 17 17 17 17 21 17 26 17 33 17 17 33 33 21 
aachen_000162_000019,8 8 8 21 26 21 21 17 17 18 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 17 7 18 17 18 18 
munster_000111_000019,7 8 21 21 8 17 12 21 21 17 21 33 26 26 26 26 26 17 26 26 17 17 26 26 26 17 26 17 17 21 26 21 17 17 17 17 17 26 17 17 26 17 26 8 33 33 21 21 17 17 33 33 33 17 
strasbourg_000001_011990,7 21 8 17 17 8 7 13 8 12 12 17 21 33 26 17 17 21 26 17 17 17 17 17 17 17 17 17 26 17 26 26 12 12 12 12 17 33 12 12 17 17 17 26 26 17 17 17 17 17 17 21 26 26 17 12 17 17 12 33 17 17 33 26 17 17 13 26 
hanover_000000_002458,7 8 8 8 8 8 17 26 17 21 26 21 26 26 21 21 21 17 33 17 17 17 8 33 17 17 17 17 17 17 26 26 26 21 12 17 26 26 26 26 21 17 17 33 21 17 12 26 26 26 26 26 26 33 33 
munster_000126_000019,7 21 8 21 17 26 17 21 21 17 17 17 26 26 8 17 21 13 21 17 17 17 17 26 26 26 26 17 21 26 21 21 12 21 12 21 12 12 13 17 17 21 12 33 33 13 13 13 13 
stuttgart_000068_000019,21 7 8 13 17 17 8 17 17 26 21 17 18 17 17 17 17 17 17 17 26 7 17 26 7 26 26 21 17 17 17 12 17 17 
aachen_000155_000019,12 17 21 7 8 8 17 17 17 13 26 21 21 17 17 12 17 17 17 17 17 17 17 17 17 17 21 8 12 17 21 17 17 17 17 17 21 17 17 17 17 17 17 17 17 17 17 17 17 17 17 21 
strasbourg_000000_025907,26 7 8 8 21 13 8 13 12 26 26 26 17 17 17 17 17 17 17 26 26 26 17 17 21 
weimar_000130_000019,7 21 21 26 26 21 21 21 8 17 21 21 21 13 17 21 21 21 26 17 17 17 21 26 8 26 26 26 17 13 12 21 17 26 21 
frankfurt_000001_065850,7 8 8 17 26 17 17 21 17 17 17 17 26 26 26 33 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 
strasbourg_000000_006106,7 8 8 8 21 21 13 26 26 17 17 17 17 17 17 33 17 17 17 17 17 18 26 21 21 
dusseldorf_000015_000019,7 21 21 8 26 21 17 26 21 26 8 21 17 17 33 18 21 17 17 26 26 21 17 26 26 26 17 21 17 17 21 17 26 
cologne_000111_000019,17 21 7 26 26 8 26 17 21 17 26 26 21 8 8 17 21 17 21 21 17 17 26 26 17 17 17 17 17 26 17 26 26 26 17 17 17 17 17 17 17 17 17 26 17 17 
hanover_000000_028460,7 8 17 17 26 26 26 26 17 17 26 21 26 17 17 8 8 
hanover_000000_054965,17 17 17 17 7 17 17 8 21 21 17 12 13 8 21 21 17 17 17 17 17 17 17 17 17 17 21 17 17 17 13 13 13 13 17 8 26 26 26 21 26 17 26 17 17 21 21 
zurich_000014_000019,7 8 8 17 17 21 17 21 8 17 17 17 17 17 26 26 17 17 17 8 26 17 33 33 
hamburg_000000_048138,7 8 8 21 17 21 21 21 21 21 21 21 21 26 26 26 21 21 17 26 26 21 21 17 17 17 17 17 26 26 
stuttgart_000097_000019,21 7 8 8 13 17 17 26 26 26 26 26 26 21 17 26 26 17 17 26 21 21 
hanover_000000_056800,7 8 13 8 21 26 17 17 26 26 17 26 26 26 26 17 26 17 17 33 33 33 33 17 17 17 17 17 17 17 17 17 17 17 17 26 17 17 26 17 26 13 
monchengladbach_000000_027628,7 8 21 17 17 17 26 17 17 17 21 8 21 21 21 13 17 17 17 26 33 8 26 33 21 26 21 17 17 26 
bremen_000061_000019,7 8 8 17 26 21 17 17 17 17 26 26 26 26 26 26 26 26 17 8 26 17 17 21 26 21 17 21 26 26 21 17 26 26 21 17 17 17 26 21 17 
bremen_000056_000019,7 8 8 13 17 17 21 17 33 33 21 33 26 26 17 17 17 21 33 
frankfurt_000001_060135,7 8 21 26 26 26 17 21 21 17 17 17 17 17 17 8 21 13 21 8 13 13 17 26 26 21 17 17 17 17 17 
erfurt_000102_000019,7 21 8 8 8 26 17 26 17 8 17 17 17 17 21 17 21 21 21 21 17 17 17 17 17 17 17 17 33 17 33 17 33 
zurich_000023_000019,7 8 8 12 21 26 26 26 26 17 17 26 26 17 17 17 17 17 17 17 17 17 17 26 17 17 17 17 17 17 17 17 17 17 26 26 26 26 26 26 26 17 17 26 17 17 17 17 8 17 33 33 17 33 
cologne_000126_000019,21 7 8 17 17 17 17 17 26 26 8 21 21 17 21 17 17 26 21 17 17 17 17 26 17 26 26 26 17 26 17 
bremen_000175_000019,7 8 8 17 26 17 17 17 26 26 26 26 26 26 26 26 26 26 8 21 17 17 17 17 17 26 26 26 17 17 17 17 17 26 8 21 26 26 26 17 26 17 17 17 33 33 33 33 18 33 17 21 26 17 33 17 26 
krefeld_000000_000108,7 8 12 26 21 21 21 21 26 21 21 33 21 26 8 21 26 21 21 21 21 26 17 26 26 26 26 17 
krefeld_000000_018747,7 8 8 8 21 21 21 17 17 21 17 17 17 17 17 17 17 17 17 21 17 17 21 21 26 26 17 17 17 17 17 17 17 17 17 17 17 21 17 17 17 17 21 
